,Close,Volume
2012-06-15,747078.749016083,1513507
2012-06-16,748078.6699822242,2379118
2012-06-17,749080.4248067404,898649
2012-06-18,750081.4246349935,591784
2012-06-19,751080.5019478969,3037031
2012-06-20,752080.601761761,1864270
2012-06-21,753078.8820149803,1273227
2012-06-22,754080.7869189488,3761893
2012-06-23,755084.8043011944,4474811
2012-06-24,756086.2589539946,1788722
2012-06-25,757089.0463855815,862194
2012-06-26,758088.1420357934,610271
2012-06-27,759087.9189102463,1558144
2012-06-28,760087.3835658965,696745
2012-06-29,761089.8548139238,1048143
2012-06-30,762090.6569240356,3441726
2012-07-01,763091.5272552321,2957550
2012-07-02,764089.3918702358,1503793
2012-07-03,765092.5827085269,3133142
2012-07-04,766092.2912744719,3125952
2012-07-05,767094.595473812,1629440
2012-07-06,768096.7085310969,3825412
2012-07-07,769094.9766012994,1181119
2012-07-08,770095.472423145,1337453
2012-07-09,771094.2906209248,2831188
2012-07-10,772093.772418139,608860
2012-07-11,773097.7022595583,3419787
2012-07-12,774098.6067811261,3730507
2012-07-13,775099.7650661428,1533132
2012-07-14,776101.9295253413,3633380
2012-07-15,777101.618883738,4181881
2012-07-16,778106.2178487071,2229921
2012-07-17,779103.0950375431,1058684
2012-07-18,780103.552181812,2112200
2012-07-19,781105.3135830559,4697645
2012-07-20,782103.5202580057,1747636
2012-07-21,783101.1389642928,3891133
2012-07-22,784102.8130847667,2193262
2012-07-23,785104.3376276732,1815738
2012-07-24,786100.8764786307,2883423
2012-07-25,787099.3667361418,732213
2012-07-26,788102.3576950649,1890856
2012-07-27,789100.9822962685,1125809
2012-07-28,790100.7440775058,2482688
2012-07-29,791100.9822255142,1725589
2012-07-30,792102.7312039393,4949331
2012-07-31,793100.4920021392,3301955
2012-08-01,794100.9532680411,4586147
2012-08-02,795101.6132589038,1192766
2012-08-03,796100.0193881147,4622076
2012-08-04,797102.7609594044,894660
2012-08-05,798104.5284265626,3688764
2012-08-06,799101.7609051911,1450006
2012-08-07,800101.7706687362,1845345
2012-08-08,801100.7190315091,4608934
2012-08-09,802100.6233758323,3488601
2012-08-10,803098.0879196217,4800390
2012-08-11,804099.4699659108,3987147
2012-08-12,805098.0260556098,3482936
2012-08-13,806097.5940438377,1045561
2012-08-14,807096.3986180215,667295
2012-08-15,808096.1985648648,4262535
2012-08-16,809095.7139069184,2126999
2012-08-17,810095.9174884111,1708963
2012-08-18,811096.6888309368,538215
2012-08-19,812091.8179906145,2791645
2012-08-20,813090.3918212563,2074864
2012-08-21,814090.4457834327,2952517
2012-08-22,815090.3868101655,712672
2012-08-23,816089.4100637742,1301519
2012-08-24,817089.1605445449,555480
2012-08-25,818093.2452089369,1907898
2012-08-26,819088.8758068884,4016704
2012-08-27,820090.7019702111,4711229
2012-08-28,821091.0674051561,1894146
2012-08-29,822090.442115646,2819485
2012-08-30,823091.0742563166,1797450
2012-08-31,824090.6149859611,2530031
2012-09-01,825090.5199533668,1344962
2012-09-02,826090.6753508288,3573330
2012-09-03,827091.8035754182,3180070
2012-09-04,828092.7293302497,2993472
2012-09-05,829092.961670986,2339839
2012-09-06,830090.1787597592,2916677
2012-09-07,831090.3964352482,3136879
2012-09-08,832093.7126898004,615584
2012-09-09,833092.2987152113,2258288
2012-09-10,834094.4682322774,4887423
2012-09-11,835092.8081623033,4541559
2012-09-12,836093.5506003342,2878098
2012-09-13,837091.9289397483,3559080
2012-09-14,838093.9469678123,2134638
2012-09-15,839094.7725841665,732510
2012-09-16,840096.7180255194,3290255
2012-09-17,841097.6624231447,691690
2012-09-18,842094.4557120354,2950151
2012-09-19,843090.6717158819,1430614
2012-09-20,844086.6599356651,1089590
2012-09-21,845087.0967437013,2156708
2012-09-22,846086.9185563932,4329758
2012-09-23,847087.0216231969,2935082
2012-09-24,848088.8415684543,649880
2012-09-25,849089.655360957,1161507
2012-09-26,850090.5580988531,2365435
2012-09-27,851088.7146270282,4843907
2012-09-28,852088.1312197046,4634789
2012-09-29,853086.4109636259,1413854
2012-09-30,854085.5132570388,3433635
2012-10-01,855086.3355203324,4208077
2012-10-02,856087.1423890638,3327506
2012-10-03,857087.0934360223,3914608
2012-10-04,858088.5944306133,1928203
2012-10-05,859089.5324282114,1500705
2012-10-06,860090.4679967264,1173192
2012-10-07,861092.2550974103,311523
2012-10-08,862089.7303934521,674022
2012-10-09,863091.2338603319,2577882
2012-10-10,864092.1338184928,4265794
2012-10-11,865092.4905738254,4988956
2012-10-12,866092.6309258365,4728463
2012-10-13,867094.6961481122,3686096
2012-10-14,868095.3041369693,3000503
2012-10-15,869096.70035857,2510692
2012-10-16,870094.9065854038,4868288
2012-10-17,871093.1437910307,1523945
2012-10-18,872094.7400123243,3529550
2012-10-19,873097.3874291985,2000220
2012-10-20,874099.039975076,4127530
2012-10-21,875101.1062633606,2475653
2012-10-22,876100.2333343046,2087040
2012-10-23,877099.8632824597,2620496
2012-10-24,878098.6267116176,2121451
2012-10-25,879095.3823018412,4238561
2012-10-26,880092.6825130843,4206990
2012-10-27,881093.8235110654,3501475
2012-10-28,882092.6571868369,3322175
2012-10-29,883093.2385750983,1057805
2012-10-30,884092.6949483932,4997498
2012-10-31,885092.1882578332,2621646
2012-11-01,886091.494729083,3618472
2012-11-02,887090.4001891473,2463606
2012-11-03,888091.5337785721,1095175
2012-11-04,889088.4359249524,289875
2012-11-05,890086.5585743362,2944311
2012-11-06,891085.645958954,701243
2012-11-07,892085.9663455304,1913556
2012-11-08,893087.3722522412,4217213
2012-11-09,894086.8875924528,1292315
2012-11-10,895084.3078352881,4491276
2012-11-11,896083.0739170479,616673
2012-11-12,897085.7642197825,546988
2012-11-13,898083.6896163813,1048407
2012-11-14,899083.0466725506,1375171
2012-11-15,900081.5519187847,957226
2012-11-16,901080.794307733,1741366
2012-11-17,902079.3795747403,426792
2012-11-18,903080.5937446647,169231
2012-11-19,904079.6219754653,225520
2012-11-20,905081.5876709571,4495810
2012-11-21,906082.5307619036,1613011
2012-11-22,907082.480854848,752559
2012-11-23,908085.9410671149,3197142
2012-11-24,909087.7744497962,4231523
2012-11-25,910084.9447792013,2510561
2012-11-26,911084.4514003614,2054961
2012-11-27,912081.7960222886,3116988
2012-11-28,913081.0140729623,2279553
2012-11-29,914080.5593563616,448728
2012-11-30,915081.5735030423,1196772
2012-12-01,916080.9091428769,345140
2012-12-02,917080.832269856,826656
2012-12-03,918080.9797608057,4264737
2012-12-04,919080.436808429,618141
2012-12-05,920081.7663389728,3291389
2012-12-06,921081.1596207852,3751087
2012-12-07,922080.629462525,3653783
2012-12-08,923079.9435725078,3798522
2012-12-09,924081.6985101245,1561664
2012-12-10,925082.3314738305,1951620
2012-12-11,926081.964280801,4412531
2012-12-12,927082.795330666,2332265
2012-12-13,928080.6318948651,3428543
2012-12-14,929083.0942714401,1301416
2012-12-15,930083.5948239039,1204646
2012-12-16,931084.1290411138,1115172
2012-12-17,932087.7341742029,1398940
2012-12-18,933087.6730357233,1703547
2012-12-19,934084.9940291749,1138254
2012-12-20,935085.9152760428,823544
2012-12-21,936088.4872393081,1317532
2012-12-22,937085.0100083692,2403505
2012-12-23,938084.4522400531,827338
2012-12-24,939085.544745842,1522889
2012-12-25,940083.8086716612,2783582
2012-12-26,941083.3712095071,3163536
2012-12-27,942082.9289386207,3421268
2012-12-28,943081.7219989328,1117576
2012-12-29,944079.5239674483,550179
2012-12-30,945082.3438463784,1323636
2012-12-31,946082.171585406,271970
2013-01-01,947084.4370056979,2448581
2013-01-02,948083.7195969613,3729665
2013-01-03,949083.6215951835,1799466
2013-01-04,950083.1899321438,3470421
2013-01-05,951085.6116684552,423271
2013-01-06,952083.7548842366,3510373
2013-01-07,953082.6366512079,2886029
2013-01-08,954080.2932055349,2295677
2013-01-09,955078.4281750319,2583869
2013-01-10,956078.4458189723,2365823
2013-01-11,957073.8028838262,335153
2013-01-12,958073.018698607,4359040
2013-01-13,959070.4124421341,1052587
2013-01-14,960071.8293592489,3754303
2013-01-15,961073.8126656594,1787649
2013-01-16,962073.3330481512,4549909
2013-01-17,963070.6260489109,3706258
2013-01-18,964069.1684421914,3584302
2013-01-19,965070.0464679886,3714155
2013-01-20,966067.154833816,1199201
2013-01-21,967063.8397612332,3268128
2013-01-22,968062.56202035,3107389
2013-01-23,969059.7320029448,4565339
2013-01-24,970057.8643449495,358941
2013-01-25,971054.2848639733,2669567
2013-01-26,972053.6364578253,1385635
2013-01-27,973053.2556202,3988312
2013-01-28,974050.2449001223,4908240
2013-01-29,975049.1692094181,3154532
2013-01-30,976047.751235406,3076609
2013-01-31,977046.3065095962,1738832
2013-02-01,978047.9997588978,3543948
2013-02-02,979047.6435593951,2566326
2013-02-03,980049.7590836473,4803391
2013-02-04,981051.5442633304,3153612
2013-02-05,982055.6021402687,2740103
2013-02-06,983055.0523034261,3557855
2013-02-07,984051.7779485597,832639
2013-02-08,985050.5515705625,1512574
2013-02-09,986050.0114854749,4325815
2013-02-10,987051.4378782951,4756618
2013-02-11,988050.6064303175,1139215
2013-02-12,989048.9078204065,2535087
2013-02-13,990050.0358263089,237871
2013-02-14,991049.5358157894,1292870
2013-02-15,992047.4386294818,3756341
2013-02-16,993045.3980624271,4652045
2013-02-17,994045.2223778731,1863675
2013-02-18,995046.4462686857,971905
2013-02-19,996047.0712599504,1177085
2013-02-20,997045.1866200482,2010675
2013-02-21,998043.2985567966,643246
2013-02-22,999044.6949334339,691912
2013-02-23,1000045.1649473567,4051869
2013-02-24,1001048.6046051221,2488658
2013-02-25,1002046.9766550369,1621467
2013-02-26,1003049.4444059202,1562453
2013-02-27,1004048.6348724429,3379613
2013-02-28,1005050.2579383263,1244106
2013-03-01,1006053.6944048267,4796655
2013-03-02,1007052.8449732068,659026
2013-03-03,1008052.3157593994,2896280
2013-03-04,1009052.827696663,4092723
2013-03-05,1010055.7213732932,3217394
2013-03-06,1011052.0413874551,2823057
2013-03-07,1012054.78690182,912986
2013-03-08,1013054.9172450949,3227076
2013-03-09,1014057.5606454106,1956581
2013-03-10,1015059.7392151066,2292713
2013-03-11,1016059.4754964212,1519825
2013-03-12,1017056.6561109731,2942304
2013-03-13,1018059.1207404451,741289
2013-03-14,1019058.4797723957,3302996
2013-03-15,1020057.2364562036,2505487
2013-03-16,1021057.3022602529,2405354
2013-03-17,1022059.4642590698,2190995
2013-03-18,1023059.5690590488,4613586
2013-03-19,1024057.33911322,2705729
2013-03-20,1025059.4584896037,3268337
2013-03-21,1026057.4758221792,4670113
2013-03-22,1027057.3948304615,1695577
2013-03-23,1028055.3120653636,491656
2013-03-24,1029056.0104261452,3400438
2013-03-25,1030054.6905249313,3246066
2013-03-26,1031051.5050124907,2197081
2013-03-27,1032049.4348371871,3225642
2013-03-28,1033045.5904846358,737148
2013-03-29,1034042.7663810446,3459124
2013-03-30,1035043.1206098008,2520510
2013-03-31,1036041.7817622725,1324619
2013-04-01,1037042.5157537891,1671338
2013-04-02,1038044.1867363336,1386430
2013-04-03,1039044.6069567058,2330746
2013-04-04,1040047.0909900516,977801
2013-04-05,1041047.6576757391,3463913
2013-04-06,1042047.2314656149,705126
2013-04-07,1043049.1539727242,1360222
2013-04-08,1044050.4955670553,3252869
2013-04-09,1045049.1840919057,4316599
2013-04-10,1046044.4989774937,686580
2013-04-11,1047043.176446532,3302322
2013-04-12,1048040.7048153551,2694128
2013-04-13,1049038.131539358,2754432
2013-04-14,1050039.1873840343,3741175
2013-04-15,1051041.5801584527,3597523
2013-04-16,1052042.2447727185,1234487
2013-04-17,1053040.6600722582,1045351
2013-04-18,1054039.023284917,2937790
2013-04-19,1055042.141509635,3164217
2013-04-20,1056042.7448939332,1667255
2013-04-21,1057040.297073806,4770976
2013-04-22,1058041.333401637,2774069
2013-04-23,1059039.9875687144,1551849
2013-04-24,1060040.9819380094,3217973
2013-04-25,1061037.5659250612,666922
2013-04-26,1062035.8765784143,2073867
2013-04-27,1063039.5923352202,2236220
2013-04-28,1064038.7559502267,4389854
2013-04-29,1065040.106425383,272283
2013-04-30,1066041.3554129929,436159
2013-05-01,1067041.0036467065,413717
2013-05-02,1068044.815527035,285946
2013-05-03,1069043.895228469,120718
2013-05-04,1070043.8942608736,2673655
2013-05-05,1071043.7366258064,2364885
2013-05-06,1072041.061978395,2893828
2013-05-07,1073040.9104080366,3210965
2013-05-08,1074042.9774604903,1163851
2013-05-09,1075041.5566081007,1702155
2013-05-10,1076038.5905541512,768539
2013-05-11,1077038.2538794992,1995088
2013-05-12,1078038.981000238,1838748
2013-05-13,1079036.4549979677,419324
2013-05-14,1080033.8363355622,587364
2013-05-15,1081035.794154603,3671527
2013-05-16,1082037.472902983,3259030
2013-05-17,1083039.3463646604,1274000
2013-05-18,1084038.7920882287,940456
2013-05-19,1085039.550599588,1616545
2013-05-20,1086037.2311334012,2738944
2013-05-21,1087035.6892876062,1263910
2013-05-22,1088039.2027961633,4536608
2013-05-23,1089038.1434411264,212436
2013-05-24,1090039.8959665862,1407444
2013-05-25,1091041.5197889355,2642867
2013-05-26,1092041.4491103354,4260112
2013-05-27,1093042.3337058567,4723804
2013-05-28,1094041.9523122571,1371968
2013-05-29,1095043.5007427346,1543634
2013-05-30,1096044.014175374,1741807
2013-05-31,1097039.7069667599,4052973
2013-06-01,1098038.8921616476,1726067
2013-06-02,1099037.2324835123,436970
2013-06-03,1100037.968777158,4368425
2013-06-04,1101041.6744677466,3547935
2013-06-05,1102045.006044531,243438
2013-06-06,1103043.1114250896,4815053
2013-06-07,1104043.329056252,1222639
2013-06-08,1105041.5400789548,1636957
2013-06-09,1106040.498181592,1520383
2013-06-10,1107045.489308751,4828754
2013-06-11,1108041.4690971703,719260
2013-06-12,1109043.689251193,4395747
2013-06-13,1110042.3081351807,1920452
2013-06-14,1111044.1749511298,4619987
2013-06-15,1112042.0856090102,133118
2013-06-16,1113039.8049877207,3670194
2013-06-17,1114040.2465790226,2734054
2013-06-18,1115042.767945908,3296521
2013-06-19,1116044.963466209,4660529
2013-06-20,1117046.3084702697,2338328
2013-06-21,1118049.0855216065,3192344
2013-06-22,1119052.4080105305,2193966
2013-06-23,1120052.0889396414,791433
2013-06-24,1121051.6586558966,4070197
2013-06-25,1122053.413340664,1333510
2013-06-26,1123051.1353075476,4095478
2013-06-27,1124052.0736468611,2293154
2013-06-28,1125051.850593935,4843648
2013-06-29,1126053.4791141292,1231041
2013-06-30,1127057.2184180464,3122979
2013-07-01,1128058.8592671074,2534184
2013-07-02,1129058.9615170879,2367817
2013-07-03,1130057.3251642822,2587081
2013-07-04,1131058.448099865,1118634
2013-07-05,1132060.4645853862,4390311
2013-07-06,1133062.322627815,2140364
2013-07-07,1134064.5956149758,4727592
2013-07-08,1135064.2029144897,2956526
2013-07-09,1136063.786986799,2524740
2013-07-10,1137060.984505116,1466135
2013-07-11,1138060.911416186,1952327
2013-07-12,1139056.0062007313,1558369
2013-07-13,1140055.2212576703,1084057
2013-07-14,1141056.9664248112,3275348
2013-07-15,1142056.414925366,3044947
2013-07-16,1143052.949640465,2561473
2013-07-17,1144055.163624275,1235120
2013-07-18,1145057.612691982,911885
2013-07-19,1146057.6107681768,1229601
2013-07-20,1147058.926122485,2424018
2013-07-21,1148057.0367319176,3168533
2013-07-22,1149056.1125978094,1282072
2013-07-23,1150052.268197192,2871199
2013-07-24,1151056.2672176077,2502927
2013-07-25,1152056.7474650834,4949287
2013-07-26,1153056.8150566344,3615108
2013-07-27,1154055.8993559682,2595497
2013-07-28,1155052.5224149174,3539326
2013-07-29,1156053.9517436498,3912097
2013-07-30,1157056.1410929773,3364134
2013-07-31,1158054.1396290353,3868926
2013-08-01,1159056.5360274008,2121887
2013-08-02,1160053.9974029812,1828416
2013-08-03,1161054.861841281,2753291
2013-08-04,1162053.9890650986,768554
2013-08-05,1163058.0826695443,4506790
2013-08-06,1164059.0623161376,4962182
2013-08-07,1165059.35032238,1686071
2013-08-08,1166057.821376112,4738865
2013-08-09,1167061.902865895,2496894
2013-08-10,1168062.0542232043,2572869
2013-08-11,1169064.9668603153,3094364
2013-08-12,1170066.8525786942,1255017
2013-08-13,1171066.2169757823,3102287
2013-08-14,1172063.5816724594,4387547
2013-08-15,1173064.0140443288,3022756
2013-08-16,1174064.3236155368,1725938
2013-08-17,1175062.5740739945,1309029
2013-08-18,1176060.7021058374,3770882
2013-08-19,1177059.009665773,4182429
2013-08-20,1178057.1598533029,482629
2013-08-21,1179055.077595083,3518908
2013-08-22,1180053.1421697792,1381531
2013-08-23,1181053.2566113088,752639
2013-08-24,1182055.0551929325,930917
2013-08-25,1183055.21919559,242780
2013-08-26,1184052.4828045683,1141773
2013-08-27,1185053.134782714,3499594
2013-08-28,1186056.9756958717,1280608
2013-08-29,1187055.279200006,1090427
2013-08-30,1188054.6368575373,729295
2013-08-31,1189055.7393869513,4736589
2013-09-01,1190052.644997835,615001
2013-09-02,1191053.9938057766,3397059
2013-09-03,1192056.0618839741,4371734
2013-09-04,1193059.9569319321,4575194
2013-09-05,1194061.9842603928,2356211
2013-09-06,1195062.1395207972,3071164
2013-09-07,1196065.2193830225,1562088
2013-09-08,1197067.0629044874,1575202
2013-09-09,1198065.529244048,1365779
2013-09-10,1199064.3512814878,2956349
2013-09-11,1200063.1098992256,1268513
2013-09-12,1201062.554670332,4278756
2013-09-13,1202062.6446738855,3329889
2013-09-14,1203061.505855575,3345887
2013-09-15,1204061.3640842626,418175
2013-09-16,1205061.504585312,4759838
2013-09-17,1206058.217551407,3453794
2013-09-18,1207057.9665038318,1951746
2013-09-19,1208058.2898245098,587505
2013-09-20,1209057.4899729246,3052116
2013-09-21,1210056.3161415926,4879474
2013-09-22,1211059.3267304301,4483820
2013-09-23,1212058.108187855,4439334
2013-09-24,1213058.1781108724,1877627
2013-09-25,1214059.1518617452,3467497
2013-09-26,1215059.0841927077,3886014
2013-09-27,1216056.5249701436,2547305
2013-09-28,1217054.2641929723,4824546
2013-09-29,1218054.6461938862,898520
2013-09-30,1219051.5188519426,4705234
2013-10-01,1220051.9001061183,2094710
2013-10-02,1221052.7060038566,4776951
2013-10-03,1222057.9460202055,3845133
2013-10-04,1223059.2789046247,3996441
2013-10-05,1224058.9667645125,2410738
2013-10-06,1225058.5991996033,4289529
2013-10-07,1226060.1496882178,2236369
2013-10-08,1227062.0076315233,427581
2013-10-09,1228061.6934370925,2423556
2013-10-10,1229064.865867669,1253668
2013-10-11,1230063.040125216,3622626
2013-10-12,1231059.5731293894,4392274
2013-10-13,1232062.7586345272,3544253
2013-10-14,1233066.612163879,2598738
2013-10-15,1234069.09733209,2634493
2013-10-16,1235065.2255328042,495592
2013-10-17,1236063.2568745438,3193234
2013-10-18,1237059.5621148725,1146853
2013-10-19,1238060.2210481032,3281776
2013-10-20,1239061.184940561,4179924
2013-10-21,1240061.0092614521,4943168
2013-10-22,1241056.5421773456,2017692
2013-10-23,1242054.8369641164,3398041
2013-10-24,1243053.9657007686,1673445
2013-10-25,1244052.8361156776,4787750
2013-10-26,1245054.4737169892,2146379
2013-10-27,1246053.4491934888,678787
2013-10-28,1247050.644788872,3261480
2013-10-29,1248050.9707602242,1997468
2013-10-30,1249049.3505260763,853359
2013-10-31,1250046.613697847,791787
2013-11-01,1251047.9125248431,4468892
2013-11-02,1252047.8827728133,1604675
2013-11-03,1253044.1511885468,1567963
2013-11-04,1254047.0404864566,2343673
2013-11-05,1255047.9027840875,4108140
2013-11-06,1256047.243959383,3620293
2013-11-07,1257047.075155676,3847514
2013-11-08,1258048.3137051512,4451968
2013-11-09,1259044.510452467,2861216
2013-11-10,1260049.435427758,4607998
2013-11-11,1261049.865598554,2738823
2013-11-12,1262049.4533315492,1575283
2013-11-13,1263046.5456304697,4330272
2013-11-14,1264045.10146543,1068385
2013-11-15,1265043.7276844282,4747082
2013-11-16,1266042.3897978077,1533329
2013-11-17,1267039.720323103,706187
2013-11-18,1268038.8700848054,2998038
2013-11-19,1269036.4419914691,3660849
2013-11-20,1270032.5048333565,1168357
2013-11-21,1271034.6339732038,1148372
2013-11-22,1272032.7713495232,3257504
2013-11-23,1273035.1485576455,154829
2013-11-24,1274038.2144061425,1121307
2013-11-25,1275037.0478324185,768006
2013-11-26,1276037.551455682,1942127
2013-11-27,1277035.1983732944,3678992
2013-11-28,1278031.7170484685,1459032
2013-11-29,1279031.5543779456,4066098
2013-11-30,1280029.547736502,104577
2013-12-01,1281028.3275367767,3618207
2013-12-02,1282026.883153895,402137
2013-12-03,1283025.5001005959,2730843
2013-12-04,1284023.2644581932,1888861
2013-12-05,1285022.9377987601,3279975
2013-12-06,1286022.916406559,4090272
2013-12-07,1287022.5634909817,2586662
2013-12-08,1288023.3912744285,2337397
2013-12-09,1289023.3267127548,4232531
2013-12-10,1290026.3263697168,4117655
2013-12-11,1291029.5725760974,2993093
2013-12-12,1292029.015693999,1165771
2013-12-13,1293028.935702815,2651917
2013-12-14,1294027.1191876882,1643555
2013-12-15,1295024.3705228597,4993688
2013-12-16,1296024.6639145783,312099
2013-12-17,1297028.9303394603,936863
2013-12-18,1298027.2156847788,766084
2013-12-19,1299026.8193222617,2588545
2013-12-20,1300028.3465851508,2668513
2013-12-21,1301027.1895057817,296128
2013-12-22,1302028.5473205354,1835100
2013-12-23,1303027.6488795166,144004
2013-12-24,1304029.9290457198,2724257
2013-12-25,1305028.7586452295,523763
2013-12-26,1306029.6784563276,3815425
2013-12-27,1307031.5029610535,1064277
2013-12-28,1308032.0229240186,4284058
2013-12-29,1309028.8129755005,1631752
2013-12-30,1310033.8062236633,1407873
2013-12-31,1311032.9498213714,1190031
2014-01-01,1312031.3654952128,1875100
2014-01-02,1313029.803844185,818826
2014-01-03,1314028.735013574,4736787
2014-01-04,1315031.4365305733,3610826
2014-01-05,1316031.480167245,2052872
2014-01-06,1317029.1776977847,1490621
2014-01-07,1318030.306388246,532759
2014-01-08,1319030.201392947,2087596
2014-01-09,1320028.4970798497,1836740
2014-01-10,1321029.6459584169,1220447
2014-01-11,1322031.0300727668,2775723
2014-01-12,1323032.4843996908,1819692
2014-01-13,1324028.1428950778,3523948
2014-01-14,1325029.131459781,4752274
2014-01-15,1326027.350458793,1356489
2014-01-16,1327029.473175831,2005497
2014-01-17,1328029.0741708812,4104032
2014-01-18,1329029.5621844518,1061392
2014-01-19,1330029.5569000088,1104611
2014-01-20,1331024.976943395,2076061
2014-01-21,1332026.6089931563,2668779
2014-01-22,1333026.8269836209,3754248
2014-01-23,1334027.0799827504,2750548
2014-01-24,1335027.8354790017,4881049
2014-01-25,1336027.8165188418,1726813
2014-01-26,1337027.687741313,1878771
2014-01-27,1338029.9606933715,3803919
2014-01-28,1339029.465551182,994925
2014-01-29,1340029.0918344702,865436
2014-01-30,1341029.238315578,3403297
2014-01-31,1342029.4173463248,3736894
2014-02-01,1343025.902318974,3124056
2014-02-02,1344028.7470230917,2783401
2014-02-03,1345027.550456328,684856
2014-02-04,1346026.839483673,1468326
2014-02-05,1347025.5616554169,1873616
2014-02-06,1348025.9976877887,1686016
2014-02-07,1349025.503511985,2253883
2014-02-08,1350028.110811008,3845080
2014-02-09,1351027.3453770708,1479045
2014-02-10,1352028.457795982,4431554
2014-02-11,1353028.5136920828,3127610
2014-02-12,1354027.8735950512,2981695
2014-02-13,1355029.4864627153,1499053
2014-02-14,1356027.5550663804,1776777
2014-02-15,1357025.6269661656,284344
2014-02-16,1358025.8199098872,4306382
2014-02-17,1359023.5939812015,4133882
2014-02-18,1360024.9832860956,3499430
2014-02-19,1361026.3680678844,260094
2014-02-20,1362025.8925989275,817405
2014-02-21,1363025.2999806434,4043249
2014-02-22,1364028.2972461316,3091573
2014-02-23,1365029.2332944481,3127763
2014-02-24,1366028.000447221,840894
2014-02-25,1367025.9211556488,3531262
2014-02-26,1368025.211400618,4773505
2014-02-27,1369026.064667661,543431
2014-02-28,1370027.13618084,413831
2014-03-01,1371026.3294017103,2216595
2014-03-02,1372031.321390818,409593
2014-03-03,1373031.0236770546,2214089
2014-03-04,1374030.2209932122,1549656
2014-03-05,1375029.715880929,4409769
2014-03-06,1376031.6006621984,1492776
2014-03-07,1377032.0100841464,2479125
2014-03-08,1378033.7402871242,1887340
2014-03-09,1379032.9228994637,4498880
2014-03-10,1380034.6668106192,2933411
2014-03-11,1381034.1486024766,4665796
2014-03-12,1382032.7645646746,1652948
2014-03-13,1383031.0829306555,2037709
2014-03-14,1384029.8113770608,1153442
2014-03-15,1385028.6936043622,2330292
2014-03-16,1386028.2242585628,1511329
2014-03-17,1387029.0196362545,733414
2014-03-18,1388030.2509263721,4453992
2014-03-19,1389029.0202899636,767228
2014-03-20,1390025.9796445875,4528584
2014-03-21,1391024.6509919656,4412604
2014-03-22,1392025.00154337,4358058
2014-03-23,1393025.7772639,2409097
2014-03-24,1394026.6059483523,2893668
2014-03-25,1395030.1622327955,3646408
2014-03-26,1396028.275798423,2608661
2014-03-27,1397029.8885173516,3340213
2014-03-28,1398030.7611914065,1597846
2014-03-29,1399030.2195773604,1515789
2014-03-30,1400033.1223881056,4788610
2014-03-31,1401032.443936095,1210719
2014-04-01,1402033.5542032137,882059
2014-04-02,1403034.8609679872,2117809
2014-04-03,1404037.1297331878,1591643
2014-04-04,1405038.50642751,3626653
2014-04-05,1406036.7873063078,3076839
2014-04-06,1407037.6243566694,695125
2014-04-07,1408039.1251422311,2200090
2014-04-08,1409038.273362367,4841677
2014-04-09,1410040.1775287276,1320847
2014-04-10,1411040.199014209,3090872
2014-04-11,1412039.723239843,2003495
2014-04-12,1413039.3740684805,2818377
2014-04-13,1414038.9025433531,1919469
2014-04-14,1415040.306073001,1964296
2014-04-15,1416043.3872408718,4232465
2014-04-16,1417044.5182416544,1719731
2014-04-17,1418045.106065448,957038
2014-04-18,1419045.3858043496,4252097
2014-04-19,1420046.3874457197,1059576
2014-04-20,1421046.1605406415,3099153
2014-04-21,1422047.4032056672,2324196
2014-04-22,1423048.1653762863,2039637
2014-04-23,1424051.6103266515,2272902
2014-04-24,1425050.3975572644,2946450
2014-04-25,1426048.0016214359,4336047
2014-04-26,1427048.4069101186,876794
2014-04-27,1428049.6844704163,3816372
2014-04-28,1429048.8147664182,4256761
2014-04-29,1430053.773297716,1434278
2014-04-30,1431058.6003839336,3405031
2014-05-01,1432058.5985577905,1860254
2014-05-02,1433057.2515519878,3497730
2014-05-03,1434056.7935439677,2935682
2014-05-04,1435060.0213732084,2768910
2014-05-05,1436060.0321138478,902683
2014-05-06,1437060.608539655,3941210
2014-05-07,1438065.519397259,4150503
2014-05-08,1439064.438982932,1859362
2014-05-09,1440065.1739519278,326912
2014-05-10,1441069.817967732,176102
2014-05-11,1442065.899243437,2437356
2014-05-12,1443065.812971858,4779254
2014-05-13,1444069.4173268087,4532926
2014-05-14,1445073.5674259998,3305776
2014-05-15,1446073.1704933604,1132017
2014-05-16,1447071.6857653772,3995243
2014-05-17,1448075.2903350284,1838157
2014-05-18,1449074.9789531815,1066618
2014-05-19,1450074.711952739,4832156
2014-05-20,1451075.4263757148,4684475
2014-05-21,1452075.5560769744,4400916
2014-05-22,1453075.462105605,1029906
2014-05-23,1454075.8353228823,2010478
2014-05-24,1455077.7643522203,4158592
2014-05-25,1456073.4183615942,1049310
2014-05-26,1457073.2374756346,130366
2014-05-27,1458075.5881971533,1450942
2014-05-28,1459077.103264161,2483484
2014-05-29,1460079.2840043723,4962421
2014-05-30,1461075.0574106711,4576866
2014-05-31,1462072.0440173764,4847639
2014-06-01,1463075.337159482,1288893
2014-06-02,1464073.316461031,187818
2014-06-03,1465070.1141903256,3768281
2014-06-04,1466071.6251889765,914323
2014-06-05,1467072.8621215464,3525297
2014-06-06,1468072.3647862212,2076732
2014-06-07,1469072.91318281,1612754
2014-06-08,1470073.6440379717,3391983
2014-06-09,1471072.4464425752,3674338
